Gene,Sample_01-a01va,Sample_02-a01vb,Sample_03-a01vc,Sample_04-a01ca,Sample_05-a01cb,Sample_06-a01cc,Sample_07-a02vb,Sample_08-a02vc,Sample_09-a02ca,Sample_10-a02cb,Sample_11-a02cc,Sample_12-a04va,Sample_13-a04vb,Sample_14-a04vc,Sample_15-a04ca,Sample_16-a04cb,Sample_17-a04cc,Sample_18-a05va,Sample_19-a05vb,Sample_20-a05vc,Sample_21-a05ca,Sample_22-a05cb,Sample_23-a05cc,Sample_24-a06ca,Sample_25-a06cb,Sample_26-a07va,Sample_27-a07vb,Sample_28-a07vc,Sample_29-a07ca,Sample_30-a07cb,Sample_31-a07cc,Sample_32-a08va,Sample_33-a08vb,Sample_34-a08vc,Sample_35-a08ca,Sample_36-a08cc,Sample_37-a09va,Sample_38-a09vb,Sample_39-a09vc,Sample_40-a09ca,Sample_41-a09cb,Sample_42-a09cc,Sample_43-a10va,Sample_44-a10vb,Sample_45-a10vc,Sample_46-a10ca,Sample_47-a10cb,Sample_48-a10cc,Sample_49-a12va,Sample_50-a12vb,Sample_51-a13va,Sample_52-a13vb,Sample_53-a13vc,Sample_54-a13ca,Sample_55-a13cb,Sample_56-a13cc,Sample_57-a14va,Sample_58-a14vb,Sample_59-a14vc,Sample_60-a14ca,Sample_61-a14cb,Sample_62-a14cc,Sample_63-a17va,Sample_64-a17vb,Sample_65-a17vc,Sample_66-a17ca,Sample_67-a17cb,Sample_68-a17cc,Sample_69-arva,Sample_70-arvb,Sample_71-arvc,Sample_72-arca,Sample_73-arcb,Sample_74-arcc
PkV-RF01_g287,0,0,0,0,0,0,0,0,0,0,0,15,36,6,0,0,0,51,111,112,0,0,0,0,0,187,364,172,0,0,0,457,552,279,0,0,354,388,170,0,0,0,479,308,503,0,0,0,447,960,654,1035,299,0,0,0,678,459,645,0,0,0,379,358,252,0,0,0,0,3,0,0,0,0
PkV-RF01_g288,0,0,0,0,0,0,0,0,0,0,0,8,25,9,0,0,0,33,49,67,0,0,0,0,0,44,111,66,0,0,0,191,201,96,0,0,136,183,80,0,0,0,149,121,200,0,0,0,138,305,247,217,124,0,0,0,114,161,135,0,0,0,108,134,88,0,0,0,0,1,0,0,0,0
PkV-RF01_g289,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,4,0,0,0,0,1,14,1,0,0,1,4,0,0,0,0,4,0,2,0,0,0,4,6,1,57,3,0,0,0,21,4,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0
PkV-RF01_g290,0,0,0,0,0,0,0,0,0,0,0,12,17,5,0,0,0,21,28,39,0,0,0,0,0,16,75,34,0,0,0,91,82,51,0,0,56,119,36,0,0,0,48,50,89,0,0,0,77,176,176,141,74,0,0,0,78,87,138,0,0,0,84,77,62,0,0,0,0,0,8,0,0,0
PkV-RF01_g291,0,0,0,0,0,0,0,0,0,0,0,14,19,9,0,0,0,18,16,23,0,0,0,0,0,14,45,17,0,0,0,20,55,33,0,0,23,53,19,0,0,0,37,30,36,0,0,0,24,63,40,125,21,0,0,0,88,53,54,0,0,0,52,33,31,0,0,0,0,0,0,0,0,0
PkV-RF01_g292,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,2,0,0,0,0,0,0,4,0,0,0,0,0,1,4,0,0,1,1,3,0,0,0,1,0,0,0,0,0,2,3,7,28,0,0,0,0,16,2,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
PkV-RF01_g293,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,8,17,15,0,0,0,0,0,4,22,16,0,0,0,24,30,15,0,0,23,31,9,0,0,0,26,13,26,0,0,0,19,26,47,44,33,0,0,0,29,17,30,0,0,0,21,18,10,0,0,0,0,0,0,0,0,0
PkV-RF01_g294,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,2,7,7,0,0,0,0,0,1,16,1,0,0,0,8,10,3,0,0,3,3,0,0,0,0,5,3,3,0,0,0,1,4,14,9,2,0,0,0,9,0,8,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0
PkV-RF01_g295,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PkV-RF01_g296,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,9,6,5,0,0,0,0,0,3,4,4,0,0,0,14,13,11,0,0,7,20,7,0,0,0,5,6,10,0,0,0,11,33,14,21,7,0,0,0,14,13,23,0,0,0,18,7,11,0,0,0,0,0,0,0,0,0
PkV-RF01_g297,0,0,0,0,0,0,0,0,1,0,0,121,192,62,0,0,0,148,238,279,0,0,0,0,0,87,223,120,0,0,0,222,285,110,0,0,108,170,65,0,0,0,111,112,130,0,0,0,70,122,127,101,72,0,0,0,87,79,90,0,0,0,295,367,195,0,0,0,0,0,0,0,0,0
PkV-RF01_g298,0,0,0,0,0,0,0,1,0,0,0,8,13,3,0,0,0,15,26,34,0,0,0,0,0,40,42,38,0,0,0,108,86,26,0,0,30,60,22,0,0,0,36,41,42,0,0,0,34,56,56,63,42,0,0,0,43,58,58,0,0,0,38,47,29,0,0,0,0,0,0,0,0,0
PkV-RF01_g299,0,0,0,0,0,0,0,0,0,0,0,10,17,7,0,0,0,21,35,34,0,0,0,0,0,14,41,12,0,0,0,60,65,28,0,0,30,32,10,0,0,0,27,22,43,0,0,0,11,29,36,28,14,0,0,0,21,6,22,0,0,0,43,40,22,0,0,0,0,0,0,0,0,0
PkV-RF01_g300,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,0,0,19,52,56,0,0,0,0,0,25,59,20,0,0,0,69,71,35,0,0,36,52,20,0,0,0,26,32,46,0,0,0,35,66,119,69,55,0,0,0,93,80,133,0,0,0,85,95,76,0,0,0,0,0,0,0,0,0
PkV-RF01_g301,0,0,0,0,0,0,0,0,0,0,0,37,41,14,0,0,0,52,85,122,0,0,0,0,0,84,127,72,0,0,0,204,202,76,0,0,58,157,46,0,0,0,116,75,159,0,0,0,241,372,641,495,262,0,0,0,614,556,755,0,0,0,491,470,313,0,0,0,0,0,0,0,0,0
PkV-RF01_g302,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,2,2,3,0,0,0,0,0,3,13,5,0,0,0,7,6,3,0,0,3,9,5,0,0,0,3,3,3,0,0,0,17,28,115,149,52,0,0,0,335,188,323,0,0,0,294,222,144,0,0,0,0,0,0,0,0,0
PkV-RF01_g303,0,0,0,0,0,0,0,0,0,0,0,8,14,10,0,0,0,20,37,29,0,0,0,0,0,63,118,76,0,0,0,195,229,87,0,0,145,197,76,0,0,3,190,114,212,0,0,0,488,662,1143,815,545,0,0,0,852,835,1348,0,0,0,718,789,483,0,0,0,0,0,0,0,0,0
PkV-RF01_g304,0,0,0,0,0,0,0,0,0,0,0,66,63,19,0,0,0,68,124,152,0,0,0,0,0,94,178,96,0,0,0,256,292,124,0,0,144,199,79,0,0,1,158,144,271,0,0,0,278,422,653,597,255,0,0,0,724,523,889,0,0,0,576,582,410,0,0,0,0,4,0,0,0,0
PkV-RF01_g305,0,0,0,0,0,0,0,0,0,0,0,32,19,14,0,0,0,62,80,116,0,0,0,0,0,134,285,158,0,0,0,470,371,167,0,0,237,347,165,0,0,2,382,262,429,0,0,0,473,666,564,450,290,0,0,0,270,439,537,0,0,0,278,376,250,0,0,0,0,0,0,0,0,0
PkV-RF01_g306,0,0,0,0,0,0,1,0,0,0,0,95,107,37,0,0,0,84,151,206,0,0,0,0,0,80,163,120,0,0,0,186,237,84,0,0,90,129,36,0,0,0,116,63,144,0,0,0,91,179,153,130,82,0,0,0,101,106,134,0,0,0,238,231,175,0,0,0,0,0,0,0,0,0
PkV-RF01_g307,0,0,0,0,0,0,0,0,0,0,0,108,111,26,0,0,0,135,208,229,0,0,0,0,0,229,310,184,0,0,0,523,562,180,0,0,235,419,145,0,0,1,332,219,377,0,0,0,334,479,479,330,187,0,0,0,206,352,345,0,0,0,301,406,243,0,0,0,0,0,0,0,0,0
PkV-RF01_g308,0,0,0,0,0,0,0,0,0,0,0,10,13,2,0,0,0,31,46,37,0,0,0,0,0,58,137,54,0,0,0,161,159,65,0,0,107,185,74,0,0,0,127,103,176,0,0,0,213,289,280,239,139,0,0,0,143,167,234,0,0,0,138,133,108,0,0,0,0,0,1,0,0,0
PkV-RF01_g309,0,0,0,0,0,0,0,0,0,0,0,38,42,16,0,0,0,98,166,154,0,0,0,0,0,737,1397,932,0,0,0,3206,3285,1120,0,0,1890,3209,1263,0,0,2,3021,2136,3485,0,0,0,4597,6169,6561,4805,3320,0,0,0,2934,5340,5266,0,0,0,3087,3912,2483,0,0,0,3,0,0,0,0,0
PkV-RF01_g310,0,0,0,0,0,0,0,0,0,0,0,5,7,1,0,0,0,5,14,19,0,0,0,0,0,11,22,18,0,0,0,54,63,35,0,0,42,38,16,0,0,0,43,29,43,0,0,0,29,60,84,78,29,0,0,0,41,40,60,0,0,0,40,15,29,0,0,0,0,0,0,0,0,0
PkV-RF01_g311,0,4,1,0,0,0,1,7,0,0,0,32,34,13,0,0,0,25,42,71,0,0,0,0,0,21,58,35,0,0,0,48,58,21,0,0,31,53,12,0,0,0,31,40,53,0,0,0,37,60,30,64,25,0,0,0,43,28,51,0,0,0,79,125,62,0,0,0,0,0,0,0,0,0
PkV-RF01_g312,0,0,0,0,0,0,0,0,0,0,0,255,290,84,0,0,0,353,564,564,0,0,0,0,0,593,957,638,0,0,0,1604,1750,679,0,0,896,1599,554,0,0,1,1319,830,1495,0,0,0,1420,2152,2155,1511,982,0,0,0,1014,1736,1645,0,0,0,1347,1582,992,0,0,0,3,0,0,0,0,0
PkV-RF01_g313,0,0,0,0,0,0,0,0,0,0,0,38,58,11,0,0,0,42,99,80,0,0,0,0,0,42,113,48,0,0,0,130,124,41,0,0,55,96,37,0,0,0,63,43,82,0,0,0,70,63,72,76,42,0,0,0,84,38,83,0,0,0,150,107,58,0,0,0,0,0,2,0,0,0
PkV-RF01_g314,0,0,0,0,0,0,0,0,0,0,0,57,93,26,0,0,0,89,119,176,0,0,0,0,0,50,173,81,0,0,0,183,189,72,0,0,94,119,41,0,0,1,104,91,130,0,0,0,87,109,85,84,77,0,0,0,67,64,98,0,0,0,218,171,150,0,0,0,0,0,0,0,0,0
PkV-RF01_g315,0,0,0,0,0,0,0,0,0,0,0,9,29,4,0,0,0,15,24,30,0,0,0,0,0,26,41,47,0,0,0,74,103,22,0,0,33,61,13,0,0,0,45,31,44,0,0,0,34,66,52,81,23,0,0,0,50,39,56,0,0,0,57,30,33,0,0,0,0,0,0,0,0,0
PkV-RF01_g316,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,38,59,68,0,0,0,0,0,352,726,407,0,0,0,1219,1408,621,0,0,851,1134,470,0,0,2,1466,951,1429,0,0,0,1594,3333,2793,3057,1028,0,0,0,1713,1850,2404,0,0,0,1171,1405,926,0,0,0,0,0,0,0,0,0
PkV-RF01_g317,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,14,10,4,0,0,0,0,0,9,21,11,0,0,0,48,61,30,0,0,41,49,24,0,0,0,60,50,79,0,0,0,66,134,157,164,62,0,0,0,87,113,132,0,0,0,63,89,55,0,0,0,0,0,0,0,0,0
PkV-RF01_g318,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,7,5,0,0,0,0,0,12,24,24,0,0,0,40,38,22,0,0,22,18,7,0,0,0,40,46,41,0,0,0,49,105,84,93,32,0,0,0,48,49,64,0,0,0,34,46,39,0,0,0,0,0,0,0,0,0
PkV-RF01_g319,0,0,0,0,0,0,0,0,0,0,0,7,7,6,0,0,0,38,46,45,0,0,0,0,0,62,238,113,0,0,0,281,338,210,0,0,265,303,141,0,0,0,336,237,288,0,0,0,235,836,533,1032,184,0,0,0,370,316,457,0,0,0,200,273,213,0,0,0,0,0,0,0,0,0
PkV-RF01_g320,0,0,0,0,0,0,0,0,0,0,0,343,455,167,0,0,0,530,828,992,0,0,0,0,0,591,963,666,0,0,0,1596,1637,644,0,0,759,1442,513,0,0,2,968,676,1340,0,0,0,1192,1577,1689,1531,852,0,0,0,1128,1176,1315,0,0,0,1188,1259,836,0,0,0,0,0,0,0,0,0
PkV-RF01_g321,0,0,0,0,0,0,2,9,0,0,0,212,316,81,0,0,0,228,340,419,0,0,0,0,0,167,416,230,0,0,0,496,507,150,0,0,180,352,164,0,0,0,253,184,349,0,0,0,259,402,384,274,189,0,0,0,195,291,327,0,0,0,628,717,478,0,0,0,0,0,2,0,0,0
PkV-RF01_g322,0,0,0,0,0,0,0,0,0,0,0,35,24,11,0,0,0,42,72,68,0,0,0,0,0,136,195,102,0,0,0,434,431,170,0,0,261,426,172,0,0,2,402,233,402,0,0,0,489,690,645,520,330,0,0,0,323,505,507,0,0,0,406,387,269,0,0,0,0,0,0,0,0,0
PkV-RF01_g323,0,0,0,0,0,0,0,0,0,0,0,14,12,3,0,0,0,20,27,22,0,0,0,0,0,6,18,16,0,0,0,30,40,13,0,0,8,19,4,0,0,0,14,3,10,0,0,0,4,9,8,21,14,0,0,0,9,15,11,0,0,0,34,34,15,0,0,0,0,0,0,0,0,0
PkV-RF01_g324,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,2,9,6,0,0,0,0,0,1,7,3,0,0,0,2,17,7,0,0,4,2,1,0,0,0,3,2,4,0,0,0,0,7,4,15,1,0,0,0,13,3,9,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0
PkV-RF01_g325,0,0,0,0,0,0,0,0,0,0,0,10,34,4,0,0,0,19,29,43,0,0,0,0,0,25,29,24,0,0,0,33,29,30,0,0,21,19,8,0,0,0,13,6,22,0,0,0,7,28,18,15,6,0,0,0,23,22,17,0,0,0,54,52,25,0,0,0,0,0,0,0,0,0
PkV-RF01_g326,0,0,0,0,0,0,0,0,0,0,0,50,64,20,0,0,0,137,218,246,0,0,0,0,0,132,317,151,0,0,0,287,346,150,0,0,216,242,107,0,0,0,194,180,244,0,0,0,122,274,217,282,106,0,0,0,178,133,171,0,0,0,189,186,163,0,0,0,0,0,0,0,0,0
PkV-RF01_g327,0,0,0,0,0,0,0,1,0,0,0,58,77,26,0,0,0,47,108,92,0,0,0,0,0,50,89,50,0,0,0,96,85,52,0,0,42,68,24,0,0,0,37,30,44,0,0,0,28,33,61,51,22,0,0,0,40,22,35,0,0,0,103,136,98,0,0,0,0,0,0,0,0,0
PkV-RF01_g328,0,0,0,0,0,0,0,0,0,0,0,28,59,9,0,0,0,133,222,281,0,0,0,0,0,214,455,303,0,0,0,495,645,234,0,0,285,378,185,0,0,0,305,261,384,0,0,0,176,321,256,253,152,0,0,0,184,183,255,0,0,0,298,310,180,0,0,0,0,0,1,0,0,0
PkV-RF01_g329,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,11,5,0,0,0,0,0,3,23,0,0,0,0,5,6,8,0,0,8,13,2,0,0,0,7,4,9,0,0,0,1,14,10,42,2,0,0,0,32,0,9,0,0,0,5,14,2,0,0,0,0,0,0,0,0,0
PkV-RF01_g330,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,11,33,37,0,0,0,0,0,17,43,25,0,0,0,60,70,26,0,0,32,63,26,0,0,0,40,23,65,0,0,0,70,89,150,133,43,0,0,0,97,75,103,0,0,0,59,54,47,0,0,0,0,0,0,0,0,0
PkV-RF01_g331,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,9,21,15,0,0,0,0,0,44,76,49,0,0,0,84,117,75,0,0,143,110,48,0,0,0,149,113,156,0,0,0,116,330,252,544,60,0,0,0,202,85,184,0,0,0,93,95,80,0,0,0,0,0,0,0,0,0
PkV-RF01_g332,13,6,15,0,0,0,80,191,0,0,0,1031,1274,377,0,0,0,766,1113,1329,0,0,0,0,0,446,847,444,0,0,0,599,775,331,0,0,265,449,181,0,0,1,268,201,337,0,0,0,243,372,447,310,237,0,0,0,211,339,394,0,0,0,1645,2068,1422,0,0,0,0,1,0,0,0,0
PkV-RF01_g333,0,0,0,0,0,0,0,1,0,0,0,42,50,15,0,0,0,57,89,96,0,0,0,0,0,43,109,48,0,0,0,97,108,37,0,0,54,75,25,0,0,0,47,46,40,0,0,0,45,73,57,54,24,0,0,0,48,57,66,0,0,0,98,86,59,0,0,0,0,0,0,0,0,0
PkV-RF01_g334,0,0,0,0,0,0,0,0,0,0,0,9,9,4,0,0,0,8,15,23,0,0,0,0,0,23,32,19,0,0,0,39,44,26,0,0,12,22,2,0,0,0,15,14,28,0,0,0,14,19,24,24,12,0,0,0,16,8,9,0,0,0,18,29,23,0,0,0,0,0,0,0,0,0
PkV-RF01_g335,0,0,0,0,0,0,0,0,0,0,0,11,23,4,0,0,0,18,32,30,0,0,0,0,0,19,38,25,0,0,0,21,33,17,0,0,25,11,11,0,0,0,22,11,25,0,0,0,7,47,28,56,7,0,0,0,29,15,30,0,0,0,34,30,30,0,0,0,0,0,0,0,0,0
PkV-RF01_g336,0,0,0,0,0,0,0,0,0,0,0,8,3,1,0,0,0,33,58,46,0,0,0,0,0,112,194,129,0,0,0,275,331,134,0,0,251,295,120,0,0,0,294,222,396,0,0,0,382,493,551,387,243,0,0,0,247,362,376,0,0,0,242,326,176,0,0,0,2,1,10,0,0,0
PkV-RF01_g337,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,19,21,21,0,0,0,0,0,40,64,43,0,0,0,95,88,71,0,0,100,72,42,0,0,0,111,86,114,0,0,0,75,227,191,173,80,0,0,0,70,66,125,0,0,0,97,79,70,0,0,0,0,0,0,0,0,0
PkV-RF01_g338,0,0,0,0,0,0,0,0,0,0,0,4,15,3,0,0,0,3,6,9,0,0,0,0,0,2,3,4,0,0,0,10,16,4,0,0,12,10,5,0,0,0,1,6,6,0,0,0,10,11,23,25,7,0,0,0,8,10,29,0,0,0,17,19,18,0,0,0,0,0,21,0,0,0
PkV-RF01_g339,0,0,0,0,0,0,0,0,0,0,0,43,40,10,0,0,0,50,94,97,0,0,0,0,0,57,96,60,0,0,0,182,176,72,0,0,86,115,57,0,0,0,95,67,124,0,0,0,118,163,155,119,80,0,0,0,117,85,127,0,0,0,147,165,101,0,0,0,0,0,0,0,0,0
PkV-RF01_g340,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,11,11,5,0,0,0,0,0,5,26,9,0,0,0,41,69,47,0,0,26,41,16,0,0,0,41,29,55,0,0,0,43,103,68,110,37,0,0,0,63,83,92,0,0,0,72,51,33,0,0,0,0,0,0,0,0,0
PkV-RF01_g341,0,0,0,0,0,0,0,0,0,0,0,10,10,1,0,0,0,82,127,132,0,0,0,0,0,332,612,376,0,0,0,1168,1194,455,0,0,732,960,430,0,0,4,1084,691,1110,0,0,0,1308,2140,1887,1510,837,0,0,0,844,1416,1520,0,0,0,853,1179,733,0,0,0,0,0,0,0,0,0
PkV-RF01_g342,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,0,0,51,69,47,0,0,0,0,0,126,298,172,0,0,0,429,497,215,0,0,322,413,162,0,0,0,448,314,443,0,0,0,511,919,795,890,276,0,0,0,484,486,676,0,0,0,333,447,293,0,0,0,0,0,0,0,0,0
PkV-RF01_g343,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,7,3,0,0,0,0,0,24,17,11,0,0,0,52,53,14,0,0,20,27,9,0,0,0,39,40,34,0,0,0,42,110,57,79,38,0,0,0,48,47,71,0,0,0,35,32,23,0,0,0,0,0,0,0,0,0
PkV-RF01_g344,0,0,0,0,0,0,0,0,0,0,0,25,46,17,0,0,0,38,67,58,0,0,0,0,0,18,76,37,0,0,0,61,92,38,0,0,40,75,18,0,0,0,26,34,56,0,0,0,36,90,48,66,26,0,0,0,47,21,53,0,0,0,79,92,55,0,0,0,0,0,0,0,0,0
PkV-RF01_g345,0,0,0,0,0,0,0,0,0,0,0,46,54,14,0,0,0,141,261,313,0,0,0,0,0,555,1376,668,0,0,0,1644,2097,1114,0,0,1485,1708,816,0,0,3,2016,1567,2022,0,0,0,1785,4326,3140,5316,1312,0,0,0,2329,2068,2799,0,0,0,1531,1824,1394,0,0,0,0,0,0,0,0,0
PkV-RF01_g346,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,2,0,0,0,0,0,1,13,4,0,0,0,20,18,11,0,0,18,16,4,0,0,0,7,15,14,0,0,0,10,18,15,45,10,0,0,0,28,17,14,0,0,0,14,5,4,0,0,0,0,0,0,0,0,0
PkV-RF01_g347,0,0,0,0,0,0,0,0,0,0,0,66,67,31,0,0,0,53,77,115,0,0,0,0,0,45,113,56,0,0,0,105,89,52,0,0,37,77,34,0,0,3,43,37,65,0,0,0,42,48,48,51,39,0,0,0,51,27,71,0,0,0,107,107,90,0,0,0,0,0,0,0,0,0
PkV-RF01_g348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,1,0,0,0,0,3,3,0,0,0,3,5,4,0,0,0,3,0,3,0,0,0,3,4,5,11,0,0,0,0,7,0,10,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0
PkV-RF01_g349,0,0,0,0,0,0,0,0,0,0,0,13,16,1,0,0,0,16,20,14,0,0,0,0,0,10,15,10,0,0,0,29,42,8,0,0,13,22,7,0,0,0,12,13,30,0,0,0,13,42,20,39,10,0,0,0,31,11,15,0,0,0,21,17,10,0,0,0,0,0,0,0,0,0
PkV-RF01_g350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,2,0,0,0,7,3,2,0,0,5,1,1,0,0,0,0,2,4,0,0,0,6,5,5,20,2,0,0,0,16,2,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0
PkV-RF01_g351,0,0,0,0,0,0,0,0,0,0,0,35,36,23,0,0,0,71,83,103,0,0,0,0,0,47,87,32,0,0,0,116,127,53,0,0,73,92,31,0,0,0,47,35,84,0,0,0,42,79,89,99,44,0,0,0,94,33,78,0,0,0,95,76,42,0,0,0,0,0,0,0,0,0
PkV-RF01_g352,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,6,1,0,0,0,0,0,5,11,2,0,0,0,6,2,2,0,0,11,2,5,0,0,0,5,3,2,0,0,0,1,7,3,56,3,0,0,0,44,2,5,0,0,0,11,3,1,0,0,0,0,0,0,0,0,0
PkV-RF01_g353,0,0,0,0,0,0,0,0,0,0,0,15,14,9,0,0,0,33,60,56,0,0,0,0,0,190,430,236,0,0,0,721,804,310,0,0,610,721,341,0,0,1,768,513,888,0,0,0,1072,1921,1662,1449,712,0,0,0,990,1271,1433,0,0,0,733,903,578,0,0,0,0,0,0,0,0,0
PkV-RF01_g354,0,0,0,0,0,0,0,2,0,0,0,16,6,5,0,0,0,26,32,33,0,0,0,0,0,20,65,48,0,0,0,111,108,47,0,0,92,109,32,0,0,0,77,52,125,0,0,0,97,201,183,190,83,0,0,0,97,120,177,0,0,0,103,124,83,0,0,0,0,0,0,0,0,0
PkV-RF01_g355,0,0,0,0,0,0,0,0,0,0,0,6,13,6,0,0,0,9,27,22,0,0,0,0,0,13,37,27,0,0,0,28,46,36,0,0,42,30,12,0,0,0,45,32,37,0,0,0,35,45,50,92,21,0,0,0,79,32,44,0,0,0,28,24,13,0,0,0,0,0,0,0,0,0
PkV-RF01_g356,0,0,0,0,0,0,0,0,0,0,0,46,52,20,0,0,0,129,224,256,0,0,0,0,0,232,383,282,0,0,0,676,608,218,0,0,302,561,231,0,0,0,428,330,524,0,0,0,423,615,567,465,320,0,0,0,296,460,473,0,0,0,376,498,331,0,0,0,0,0,0,0,0,0
PkV-RF01_g357,0,0,0,0,0,0,0,0,0,0,0,41,45,9,0,0,0,34,72,61,0,0,0,0,0,20,64,25,0,0,0,34,46,31,0,0,20,38,16,0,0,0,42,23,22,0,0,0,28,45,34,36,16,0,0,0,21,30,34,0,0,0,94,123,64,0,0,0,0,0,0,0,0,0
PkV-RF01_g358,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,6,15,11,0,0,0,0,0,4,5,5,0,0,0,11,10,5,0,0,6,11,1,0,0,0,6,8,14,0,0,0,22,16,35,47,8,0,0,0,50,23,27,0,0,0,18,18,7,0,0,0,0,0,0,0,0,0
PkV-RF01_g359,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,2,6,0,0,0,0,0,1,3,1,0,0,0,8,4,1,0,0,7,3,0,0,0,0,2,1,2,0,0,0,10,19,39,105,14,0,0,0,95,25,51,0,0,0,27,13,6,0,0,0,0,0,0,0,0,0
PkV-RF01_g360,0,0,0,0,0,0,0,0,0,0,0,33,41,10,0,0,0,29,65,77,0,0,0,0,0,20,84,33,0,0,0,59,80,25,0,0,32,46,18,0,0,0,22,26,33,0,0,0,34,82,96,124,39,0,0,0,95,55,120,0,0,0,137,118,81,0,0,0,0,0,0,0,0,0
PkV-RF01_g361,0,0,0,0,0,0,0,0,0,0,0,32,46,5,0,0,0,55,90,85,0,0,0,0,0,60,108,42,0,0,0,87,93,37,0,0,66,78,20,0,0,1,55,27,61,0,0,0,45,72,109,126,23,0,0,0,106,104,120,0,0,0,101,86,50,0,0,0,0,0,0,0,0,0
PkV-RF01_g362,0,0,0,0,0,0,0,0,0,1,0,33,56,16,0,0,0,54,95,106,0,0,0,0,0,47,116,39,0,0,0,132,112,42,0,0,38,63,29,0,0,0,49,39,43,0,0,0,23,40,44,41,21,0,0,0,25,27,32,0,0,0,52,66,47,0,0,0,0,0,0,0,0,0
PkV-RF01_g363,0,0,0,0,0,0,0,1,0,0,0,36,49,8,0,0,0,39,51,61,0,0,0,0,0,36,56,38,0,0,0,69,91,41,0,0,34,51,23,0,0,0,41,38,56,0,0,0,45,103,72,43,47,0,0,0,41,56,59,0,0,0,128,133,73,0,0,0,0,0,0,0,0,0
PkV-RF01_g364,0,0,0,0,0,0,0,0,0,0,0,37,48,11,0,0,0,22,66,69,0,0,0,0,0,59,112,61,0,0,0,162,161,71,0,0,96,126,66,0,0,0,122,101,127,0,0,0,155,221,219,224,92,0,0,0,132,159,173,0,0,0,168,189,114,0,0,0,0,0,0,0,0,0
PkV-RF01_g365,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,9,12,11,0,0,0,0,0,23,63,11,0,0,0,68,99,51,0,0,52,82,32,0,0,0,95,48,89,0,0,0,101,172,169,187,56,0,0,0,89,109,131,0,0,0,53,64,74,0,0,0,0,0,0,0,0,0
PkV-RF01_g366,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,2,11,5,0,0,0,0,0,8,9,2,0,0,0,6,8,5,0,0,9,14,5,0,0,0,8,8,12,0,0,0,7,20,14,52,6,0,0,0,28,7,11,0,0,0,8,13,9,0,0,0,0,0,1,0,0,0
PkV-RF01_g367,0,0,0,0,0,0,4,4,0,0,0,174,166,47,0,0,0,100,193,171,0,0,0,0,0,75,194,138,0,0,0,206,217,110,0,0,86,185,65,0,0,0,99,85,119,0,0,0,119,212,194,151,100,0,0,0,114,149,154,0,0,0,348,463,295,0,0,0,0,3,0,0,0,0
PkV-RF01_g368,0,0,0,0,0,0,0,1,0,0,0,6,8,1,0,0,0,9,10,22,0,0,0,0,0,20,37,8,0,0,0,32,41,15,0,0,29,35,13,0,0,0,18,25,39,0,0,0,20,60,43,56,7,0,0,0,50,36,53,0,0,0,33,40,37,0,0,0,0,0,0,0,0,0
