"","Sample_01-a01va","Sample_02-a01vb","Sample_03-a01vc","Sample_04-a01ca","Sample_05-a01cb","Sample_06-a01cc","Sample_07-a02vb","Sample_08-a02vc","Sample_09-a02ca","Sample_10-a02cb","Sample_11-a02cc","Sample_12-a04va","Sample_13-a04vb","Sample_14-a04vc","Sample_15-a04ca","Sample_16-a04cb","Sample_17-a04cc","Sample_18-a05va","Sample_19-a05vb","Sample_20-a05vc","Sample_21-a05ca","Sample_22-a05cb","Sample_23-a05cc","Sample_24-a06ca","Sample_25-a06cb","Sample_26-a07va","Sample_27-a07vb","Sample_28-a07vc","Sample_29-a07ca","Sample_30-a07cb","Sample_31-a07cc","Sample_32-a08va","Sample_33-a08vb","Sample_34-a08vc","Sample_35-a08ca","Sample_36-a08cc","Sample_37-a09va","Sample_38-a09vb","Sample_39-a09vc","Sample_40-a09ca","Sample_41-a09cb","Sample_42-a09cc","Sample_43-a10va","Sample_44-a10vb","Sample_45-a10vc","Sample_46-a10ca","Sample_47-a10cb","Sample_48-a10cc","Sample_49-a12va","Sample_50-a12vb","Sample_51-a13va","Sample_52-a13vb","Sample_53-a13vc","Sample_54-a13ca","Sample_55-a13cb","Sample_56-a13cc","Sample_57-a14va","Sample_58-a14vb","Sample_59-a14vc","Sample_60-a14ca","Sample_61-a14cb","Sample_62-a14cc","Sample_63-a17va","Sample_64-a17vb","Sample_65-a17vc","Sample_66-a17ca","Sample_67-a17cb","Sample_68-a17cc","Sample_69-arva","Sample_70-arvb","Sample_71-arvc","Sample_72-arca","Sample_73-arcb","Sample_74-arcc"
"gene_354",0,0,0,0,0,0,0,2,0,0,0,16,6,4,0,0,0,27,35,35,0,0,0,0,0,21,68,52,0,0,0,117,111,47,0,0,95,112,37,0,0,0,73,55,133,0,0,0,99,208,183,197,83,0,0,0,102,119,178,0,0,0,104,124,83,0,0,0,0,0,0,0,0,0
"gene_355",0,0,0,0,0,0,0,0,0,0,0,6,13,6,0,0,0,9,30,22,0,0,0,0,0,13,41,27,0,0,0,30,47,36,0,0,46,32,13,0,0,0,46,33,40,0,0,0,36,46,55,93,21,0,0,0,80,33,45,0,0,0,28,25,14,0,0,0,0,0,0,0,0,0
"gene_356",0,0,0,0,0,0,0,0,0,0,0,46,52,21,0,0,0,130,232,261,0,0,0,0,0,244,389,290,0,0,0,687,621,225,0,0,312,570,235,0,0,0,441,339,540,0,0,0,433,643,582,477,324,0,0,0,309,467,484,0,0,0,391,506,335,0,0,0,0,0,0,0,0,0
"gene_357",0,0,0,0,0,0,0,0,0,0,0,43,46,9,0,0,0,34,77,63,0,0,0,0,0,21,66,25,0,0,0,34,47,31,0,0,21,38,16,0,0,0,44,23,23,0,0,0,28,47,33,37,18,0,0,0,23,30,36,0,0,0,96,127,68,0,0,0,0,0,0,0,0,0
"gene_358",0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,6,15,11,0,0,0,0,0,4,6,5,0,0,0,11,10,5,0,0,6,12,1,0,0,0,6,8,15,0,0,0,23,20,36,51,8,0,0,0,54,23,27,0,0,0,20,18,9,0,0,0,0,0,0,0,0,0
"gene_359",0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,4,6,0,0,0,0,0,1,3,2,0,0,0,8,4,1,0,0,7,3,0,0,0,0,3,1,2,0,0,0,12,22,42,111,16,0,0,0,102,27,57,0,0,0,27,17,8,0,0,0,0,0,0,0,0,0
"gene_360",0,0,0,0,0,0,0,0,0,0,0,36,43,10,0,0,0,30,65,81,0,0,0,0,0,21,86,33,0,0,0,61,81,29,0,0,33,47,18,0,0,0,22,27,35,0,0,0,36,85,103,131,40,0,0,0,99,62,127,0,0,0,142,123,82,0,0,0,0,0,0,0,0,0
"gene_361",0,0,0,0,0,0,0,0,0,0,0,34,46,5,0,0,0,61,92,90,0,0,0,0,0,60,114,44,0,0,0,89,96,40,0,0,69,78,21,0,0,1,60,27,64,0,0,0,46,76,116,133,27,0,0,0,108,106,125,0,0,0,108,88,54,0,0,0,0,0,0,0,0,0
"gene_362",0,0,0,0,0,0,0,0,0,1,0,38,57,16,0,0,0,57,105,113,0,0,0,0,0,47,119,42,0,0,0,141,119,42,0,0,41,65,30,0,0,0,49,41,47,0,0,0,23,41,45,41,21,0,0,0,26,30,33,0,0,0,52,69,49,0,0,0,0,0,0,0,0,0
"gene_363",0,0,0,0,0,0,0,1,0,0,0,56,69,12,0,0,0,49,60,76,0,0,0,0,0,42,69,42,0,0,0,79,122,46,0,0,41,53,24,0,0,0,53,45,69,0,0,0,57,120,82,44,49,0,0,0,46,59,71,0,0,0,167,158,98,0,0,0,0,0,0,0,0,0
"gene_364",0,0,0,0,0,0,0,0,0,0,0,39,48,12,0,0,0,24,66,72,0,0,0,0,0,61,116,64,0,0,0,169,164,75,0,0,102,132,69,0,0,0,127,109,136,0,0,0,159,238,223,233,97,0,0,0,134,173,177,0,0,0,177,193,117,0,0,0,0,0,0,0,0,0
"gene_365",0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,10,14,11,0,0,0,0,0,23,70,12,0,0,0,77,103,52,0,0,55,85,36,0,0,0,103,52,108,0,0,0,107,198,187,206,60,0,0,0,96,119,139,0,0,0,59,72,75,0,0,0,0,0,0,0,0,0
"gene_366",0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,2,11,8,0,0,0,0,0,10,11,2,0,0,0,6,9,6,0,0,10,16,8,0,0,0,11,9,15,0,0,0,9,23,16,54,6,0,0,0,32,9,11,0,0,0,12,14,9,0,0,0,0,0,1,0,0,0
"gene_367",0,0,0,0,0,0,4,4,0,0,0,179,172,49,0,0,0,102,197,178,0,0,0,0,0,81,204,140,0,0,0,208,227,112,0,0,90,192,68,0,0,0,106,85,122,0,0,0,120,226,203,153,102,0,0,0,119,155,157,0,0,0,362,472,305,0,0,0,0,3,0,0,0,0
"gene_368",0,0,0,0,0,0,0,1,0,0,0,8,8,1,0,0,0,9,10,22,0,0,0,0,0,24,43,11,0,0,0,32,44,17,0,0,33,37,15,0,0,0,22,25,41,0,0,0,25,63,47,58,7,0,0,0,57,36,56,0,0,0,36,43,42,0,0,0,0,0,0,0,0,0
"gene_369",0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,4,7,0,0,0,0,0,18,17,16,0,0,0,50,54,24,0,0,30,43,7,0,0,0,52,27,38,0,0,0,37,58,67,34,24,0,0,0,39,55,54,0,0,0,37,39,27,0,0,0,0,0,0,0,0,0
"gene_370",0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,11,5,0,0,0,0,0,10,21,17,0,0,0,33,46,16,0,0,27,30,16,0,0,0,27,14,53,0,0,0,32,52,52,57,22,0,0,0,28,11,33,0,0,0,21,19,21,0,0,0,0,0,0,0,0,0
"gene_371",0,0,0,0,0,0,0,0,0,0,0,18,24,16,0,0,0,30,30,49,0,0,0,0,0,33,84,48,0,0,0,97,146,60,0,0,50,111,56,0,0,0,78,73,95,0,0,0,104,171,169,109,55,0,0,0,94,124,131,0,0,0,93,148,80,0,0,0,0,0,0,0,0,0
"gene_372",0,0,0,0,0,0,0,0,0,0,0,312,274,103,0,0,0,585,863,1018,0,0,0,0,1,661,1129,752,0,0,0,1347,1484,590,0,0,601,919,437,0,0,2,690,556,784,0,0,0,448,665,518,415,356,0,0,0,331,402,513,0,0,0,818,825,611,0,0,0,0,1,0,0,0,0
"gene_373",0,0,0,0,0,0,0,0,0,0,0,58,53,17,0,0,0,58,110,104,0,0,0,0,0,50,126,51,0,0,0,70,115,36,0,0,39,59,19,0,0,0,41,35,64,0,0,0,31,39,47,55,31,0,0,0,61,28,57,0,0,0,121,96,78,0,0,0,0,0,0,0,0,0
"gene_374",0,0,0,0,0,0,0,0,0,0,0,32,33,12,0,0,0,26,54,43,0,0,0,0,0,22,51,14,0,0,0,52,48,25,0,0,21,33,13,0,0,0,16,10,34,0,0,0,11,28,23,34,14,0,0,0,28,13,19,0,0,0,64,45,44,0,0,0,0,0,0,0,0,0
"gene_375",0,0,0,0,0,0,0,4,0,0,0,15,6,3,0,0,0,17,32,45,0,0,0,0,0,27,97,40,0,0,0,77,118,32,0,0,61,47,30,0,0,0,67,53,51,0,0,0,49,103,53,98,28,0,0,0,64,63,62,0,0,0,59,61,45,0,0,0,0,0,0,0,0,0
"gene_376",0,0,0,0,0,0,0,0,0,0,0,17,10,3,0,0,0,22,13,21,0,0,0,0,0,10,48,24,0,0,0,53,48,20,0,0,34,37,13,0,0,1,64,27,50,0,0,0,36,83,61,84,37,0,0,0,35,39,59,0,0,0,46,58,34,0,0,0,0,0,0,0,0,0
"gene_377",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,4,0,0,0,0,0,0,2,5,0,0,0,2,1,4,0,0,1,0,0,0,0,0,1,1,4,0,0,0,2,8,3,19,3,0,0,0,10,9,5,0,0,0,4,2,7,0,0,0,0,0,0,0,0,0
"gene_378",0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,0,7,18,19,0,0,0,0,0,6,39,11,0,0,0,34,32,14,0,0,17,31,8,0,0,0,24,10,24,0,0,0,9,46,36,38,12,0,0,0,45,26,22,0,0,0,15,20,12,0,0,0,0,0,0,0,0,0
"gene_379",0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,6,9,0,0,0,0,0,5,8,8,0,0,0,10,17,9,0,0,10,16,8,0,0,0,6,6,17,0,0,0,13,25,17,19,8,0,0,0,6,10,16,0,0,0,6,15,8,0,0,0,1,0,0,0,0,0
"gene_380",0,0,0,0,0,0,0,3,0,0,0,32,42,12,0,0,0,30,45,78,0,0,0,0,0,24,39,31,0,0,0,62,97,41,0,0,42,80,18,0,0,0,42,21,49,0,0,0,50,100,88,92,31,0,0,0,75,102,68,0,0,0,88,114,81,0,0,0,0,0,0,0,0,0
"gene_381",0,0,0,0,0,0,1,2,0,0,0,33,43,19,0,0,0,28,39,79,0,0,0,0,0,24,51,32,0,0,0,60,72,32,0,0,24,50,13,0,0,0,24,19,48,0,0,0,31,50,44,50,11,0,0,0,30,30,37,0,0,0,88,99,64,0,0,0,0,0,0,0,0,0
"gene_382",0,0,0,0,0,0,0,0,0,0,0,13,12,2,0,0,0,28,33,23,0,0,0,0,0,44,55,36,0,0,0,80,106,50,0,0,68,89,32,0,0,0,81,61,88,0,0,0,81,143,107,111,52,0,0,0,78,86,106,0,0,0,61,88,59,0,0,0,0,0,0,0,0,0
"gene_383",0,0,0,0,0,0,0,0,0,0,0,4,12,4,0,0,0,5,20,23,0,0,0,0,0,24,22,18,0,0,0,61,75,21,0,0,42,60,13,0,0,0,41,17,50,0,0,0,66,93,73,52,36,0,0,0,54,62,55,0,0,0,42,50,27,0,0,0,0,0,0,0,0,0
"gene_384",32,51,23,31,22,37,9,29,39,14,48,62,98,35,21,36,36,144,150,223,48,59,48,138,53,325,633,478,47,51,25,1407,1268,428,39,25,636,1421,461,34,20,21,1006,791,1100,10,14,8,1675,1881,1994,1309,1167,40,12,14,811,1993,1483,36,11,35,1237,1602,886,8,15,12,2,0,1,0,0,0
"gene_385",0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,1,15,23,0,0,0,0,0,21,50,25,0,0,0,100,93,38,0,0,51,91,19,0,0,0,85,61,98,0,0,0,101,146,123,108,61,0,0,0,69,98,125,0,0,0,73,81,62,0,0,0,0,0,0,0,0,0
"gene_386",0,0,0,0,0,0,0,0,0,0,0,5,9,2,0,0,0,15,38,31,0,0,0,0,0,49,124,67,0,0,0,226,234,103,0,0,158,178,69,0,0,1,215,93,168,0,0,0,213,361,410,287,153,0,0,0,187,328,256,0,0,0,119,195,117,0,0,0,0,0,0,0,0,0
"gene_387",0,0,0,0,0,0,0,1,0,0,0,3,7,0,0,0,0,6,9,4,0,0,0,0,0,6,14,6,0,0,0,9,19,3,0,0,12,17,10,0,0,0,15,7,14,0,0,0,4,9,13,18,4,0,0,0,17,5,19,0,0,0,13,17,17,0,0,0,0,0,0,0,0,0
"gene_388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"gene_389",0,0,0,0,0,0,0,0,0,0,0,25,19,9,0,0,0,27,68,60,0,0,0,0,0,21,67,50,0,0,0,75,96,26,0,0,54,47,30,0,0,0,39,50,52,0,0,0,25,46,35,48,28,0,0,0,32,31,32,0,0,0,56,67,41,0,0,0,0,0,0,0,0,0
"gene_390",0,0,0,0,0,0,0,0,0,0,0,24,22,12,0,0,0,31,50,82,0,0,0,0,0,36,106,63,0,0,0,99,125,60,0,0,48,78,43,0,0,1,44,46,51,0,0,0,27,63,61,53,30,0,0,0,32,26,25,0,0,0,75,56,32,0,0,0,0,0,0,0,0,0
"gene_391",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,7,5,0,0,0,0,0,2,16,1,0,0,0,12,9,4,0,0,15,15,9,0,0,0,19,4,9,0,0,0,13,37,32,23,8,0,0,0,21,22,21,0,0,0,8,16,20,0,0,0,0,0,0,0,0,0
"gene_392",0,0,0,0,0,0,0,1,0,0,0,24,32,9,0,0,0,35,57,51,0,0,0,0,0,43,103,60,0,0,0,151,162,49,0,0,85,98,40,0,0,0,134,76,141,0,0,0,129,213,208,206,95,0,0,0,95,142,176,0,0,0,147,180,109,0,0,0,0,0,0,0,0,0
"gene_393",0,0,0,0,0,0,0,0,0,0,0,13,11,2,0,0,0,12,21,44,0,0,0,0,0,54,84,49,0,0,0,113,161,45,0,0,67,127,53,0,0,0,123,59,112,0,0,0,174,190,252,127,102,0,0,0,94,155,173,0,0,0,136,139,95,0,0,0,0,0,0,0,0,0
"gene_394",36,173,21,51,7,65,5,42,52,56,19,52,105,43,8,62,56,46,40,60,42,44,51,77,31,37,74,79,23,29,15,148,162,72,13,15,101,226,71,36,8,22,152,87,150,41,32,33,187,263,286,186,179,35,27,43,141,260,228,38,41,37,191,179,130,14,6,15,5,0,6,0,0,0
"gene_395",13,4,5,0,0,0,48,127,0,0,0,748,982,360,0,0,0,595,908,1084,0,0,0,0,0,291,712,414,0,0,0,597,710,293,0,0,249,538,172,0,0,4,268,229,367,0,0,0,332,488,610,415,264,0,0,0,399,625,602,0,0,0,1724,2596,1323,0,0,0,0,0,0,0,0,0
"gene_396",0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,5,0,0,0,0,0,7,17,4,0,0,0,7,7,4,0,0,9,7,6,0,0,0,10,10,16,0,0,0,9,27,26,31,12,0,0,0,19,6,29,0,0,0,20,17,20,0,0,0,0,0,0,0,0,0
"gene_397",0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,5,3,10,0,0,0,0,0,8,5,13,0,0,0,7,5,5,0,0,4,5,9,0,0,0,6,2,10,0,0,0,7,6,37,30,4,0,0,0,30,23,39,0,0,0,26,21,15,0,0,0,0,0,0,0,0,0
"gene_398",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,10,10,0,0,0,0,0,10,21,10,0,0,0,45,37,11,0,0,13,17,14,0,0,0,29,17,24,0,0,0,27,49,65,48,18,0,0,0,31,38,39,0,0,0,25,29,11,0,0,0,0,0,0,0,0,0
"gene_399",0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,7,12,9,0,0,0,0,0,5,11,2,0,0,0,23,10,6,0,0,5,7,3,0,0,3,5,9,8,0,0,0,11,19,11,27,5,0,0,0,10,3,12,0,0,0,11,12,6,0,0,0,0,0,0,0,0,0
"gene_400",0,0,0,0,0,0,0,0,0,0,0,8,11,2,0,0,0,10,18,18,0,0,0,0,0,4,21,14,0,0,0,29,39,15,0,0,18,37,9,0,0,0,20,9,35,0,0,0,50,45,59,51,19,0,0,0,25,53,43,0,0,0,29,36,32,0,0,0,1,0,0,0,0,0
"gene_401",0,0,0,0,0,0,0,0,0,0,0,16,22,5,0,0,0,18,42,26,0,0,0,0,0,25,35,28,0,0,0,49,55,28,0,0,39,41,14,0,0,0,25,27,26,0,0,0,26,56,58,107,19,0,0,0,31,18,46,0,0,0,50,34,30,0,0,0,0,0,0,0,0,0
"gene_402",0,0,0,0,0,0,0,0,0,0,0,45,29,17,0,0,0,84,97,138,0,0,0,0,0,266,478,303,0,0,0,875,1017,371,0,0,628,908,416,0,0,0,831,535,958,0,0,0,1188,1899,1838,1565,834,0,0,0,1059,1459,1453,0,0,0,848,971,714,0,0,0,3,0,2,0,0,0
"gene_403",0,0,0,0,0,0,0,0,0,0,0,12,8,4,0,0,0,12,18,14,0,0,0,0,0,4,14,9,0,0,0,16,19,4,0,0,6,6,0,0,0,0,5,7,13,0,0,0,3,9,5,68,3,0,0,0,45,10,6,0,0,0,19,23,20,0,0,0,0,0,0,0,0,0
"gene_404",0,0,0,0,0,0,0,0,0,0,0,141,197,65,0,0,0,145,230,246,0,0,0,0,0,118,227,204,0,0,0,306,321,128,0,0,99,203,91,0,0,0,127,110,165,0,0,0,125,185,213,158,83,0,0,0,119,156,153,0,0,0,326,416,219,0,0,0,0,2,0,0,0,0
"gene_405",0,0,0,0,0,0,0,0,0,0,0,26,35,9,0,0,0,28,47,48,0,0,0,0,0,13,48,24,0,0,0,34,59,25,0,0,21,34,8,0,0,0,24,19,28,0,0,0,8,32,30,31,16,0,0,0,26,25,23,0,0,0,53,65,39,0,0,0,0,1,0,0,0,0
"gene_406",0,0,0,0,0,0,0,1,0,0,0,3,12,2,0,0,0,3,13,23,0,0,0,0,0,4,13,2,0,0,0,17,15,0,0,0,4,4,4,0,0,0,13,2,8,0,0,0,6,11,7,16,1,0,0,0,3,7,6,0,0,0,19,15,13,0,0,0,0,0,0,0,0,0
"gene_407",0,0,0,0,0,0,10,16,0,0,0,579,668,237,0,0,0,453,788,1045,0,0,0,0,0,377,703,483,0,0,0,754,928,414,0,0,389,661,278,0,0,0,377,339,593,0,0,0,369,490,446,315,260,0,0,0,280,414,460,0,0,0,1284,1586,977,0,0,0,0,0,0,0,0,0
"gene_408",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,6,0,0,0,0,0,9,11,6,0,0,0,5,8,5,0,0,6,13,6,0,0,0,9,5,16,0,0,0,5,23,14,33,3,0,0,0,21,15,7,0,0,0,18,11,4,0,0,0,0,0,0,0,0,0
"gene_409",0,0,0,0,0,0,0,0,0,0,0,9,12,5,0,0,0,11,27,27,0,0,0,0,0,20,61,49,0,0,0,198,136,62,0,0,59,87,50,0,0,0,111,96,145,0,0,0,109,178,195,146,95,0,0,0,145,134,162,0,0,0,142,136,113,0,0,0,0,0,0,0,0,0
"gene_410",0,0,0,0,0,0,0,0,0,0,0,98,90,27,0,0,0,111,167,171,0,0,0,0,0,73,192,114,0,0,0,211,206,105,0,0,86,204,55,0,0,0,108,83,158,0,0,0,122,158,195,127,83,0,0,0,107,134,157,0,0,0,279,304,168,0,0,0,0,0,0,0,0,0
"gene_411",0,0,0,0,0,0,0,0,0,0,0,25,25,3,0,0,0,21,41,42,0,0,0,0,0,6,59,25,0,0,0,35,53,10,0,0,15,27,13,0,0,0,13,20,28,0,0,0,9,24,18,16,7,0,0,0,18,5,19,0,0,0,49,59,49,0,0,0,0,0,0,0,0,0
"gene_412",0,0,0,0,0,1,0,0,0,0,0,17,16,8,0,0,0,13,25,31,0,0,0,0,0,8,22,19,0,0,0,22,35,9,0,0,23,11,13,0,0,0,24,16,25,0,0,0,11,29,21,78,18,0,0,0,40,23,29,0,0,0,36,25,32,0,0,0,0,0,1,0,0,0
"gene_413",0,0,0,0,0,0,0,1,0,0,0,59,114,34,0,0,0,58,119,126,0,0,0,0,0,67,111,67,0,0,0,171,184,56,0,0,75,119,39,0,0,0,73,68,78,0,0,0,94,148,153,116,52,0,0,0,88,85,122,0,0,0,223,239,150,0,0,0,0,0,0,0,0,0
"gene_414",0,0,0,0,0,0,1,0,0,0,0,25,36,27,0,0,0,35,74,73,0,0,0,0,0,52,110,54,0,0,0,131,180,68,0,0,100,153,54,0,0,0,107,80,99,0,0,0,101,146,155,189,68,0,0,0,97,119,152,0,0,0,144,151,104,0,0,0,3,0,0,0,0,0
"gene_415",0,0,0,0,0,0,0,0,0,0,0,13,14,6,0,0,0,10,28,11,0,0,0,0,0,14,24,15,0,0,0,38,34,23,0,0,16,34,6,0,0,0,12,9,28,0,0,0,21,50,30,35,14,0,0,0,25,20,33,0,0,0,17,28,13,0,0,0,0,0,0,0,0,0
"gene_416",0,0,0,0,0,0,0,0,0,0,0,11,21,5,0,0,0,22,36,31,0,0,0,0,0,5,42,17,0,0,0,43,79,29,0,0,25,55,17,0,0,0,30,29,34,0,0,0,37,61,78,70,15,0,0,0,41,24,37,0,0,0,44,27,43,0,0,0,0,0,0,0,0,0
"gene_417",0,0,0,0,0,0,0,1,0,0,0,13,14,1,0,0,0,29,44,66,0,0,0,0,0,161,295,153,0,0,0,447,447,212,0,0,351,392,157,0,0,0,490,281,472,0,0,0,437,992,883,921,362,0,0,0,497,620,736,0,0,0,404,450,286,0,0,0,0,0,0,0,0,0
"gene_418",0,0,0,0,0,0,0,0,0,0,0,89,104,26,0,0,0,89,118,154,0,0,0,0,0,78,199,87,0,0,0,228,319,123,0,0,135,223,90,0,0,0,173,112,227,0,0,0,165,263,260,197,113,0,0,0,170,147,193,0,0,0,251,298,172,0,0,0,0,0,0,0,0,0
"gene_419",0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,1,9,0,0,0,0,2,3,4,0,0,4,3,2,0,0,0,6,2,7,0,0,0,1,7,11,61,3,0,0,0,37,6,8,0,0,0,2,15,1,0,0,0,0,0,0,0,0,0
"gene_420",0,0,0,0,0,0,0,0,0,0,0,19,21,5,0,0,0,16,37,28,0,0,0,0,0,15,37,16,0,0,0,30,35,9,0,0,18,7,18,0,0,0,23,5,35,0,0,0,5,18,14,48,9,0,0,0,21,10,13,0,0,0,18,29,30,0,0,0,0,0,0,0,0,0
"gene_421",1,0,0,0,0,0,0,0,0,0,0,148,196,75,0,0,0,203,301,375,0,0,0,0,0,168,344,237,0,0,0,411,451,178,0,0,197,270,124,0,1,1,169,151,227,0,0,0,136,184,154,215,109,0,0,0,148,128,178,0,0,0,352,394,240,0,0,0,0,0,0,0,0,0
"gene_422",0,0,0,0,0,0,2,2,0,0,0,26,17,5,0,0,0,18,33,25,0,0,0,0,0,4,25,7,0,0,0,18,15,8,0,0,6,10,3,0,0,0,10,14,8,0,0,0,4,14,7,18,10,0,0,0,7,2,11,0,0,0,19,33,37,0,0,0,0,0,0,0,0,0
"gene_423",0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,4,0,0,0,0,0,4,8,1,0,0,0,12,8,11,0,0,9,11,4,0,0,0,7,4,13,0,0,0,8,33,11,44,8,0,0,0,22,10,16,0,0,0,6,7,4,0,0,0,0,0,0,0,0,0
"gene_424",0,0,0,0,0,0,0,0,0,0,0,14,8,5,0,0,0,4,19,13,0,0,0,0,0,7,13,4,0,0,0,12,9,7,0,0,5,9,1,0,0,0,8,15,9,0,0,0,1,6,7,4,7,0,0,0,8,3,9,0,0,0,21,30,19,0,0,0,0,0,0,0,0,0
"gene_425",0,0,0,0,0,0,0,0,0,0,0,9,13,6,0,0,0,13,19,14,0,0,0,0,0,10,28,11,0,0,0,21,29,19,0,0,19,15,8,0,0,0,14,11,26,0,0,0,8,27,16,61,12,0,0,0,29,10,22,0,0,0,24,25,19,0,0,0,0,0,0,0,0,0
"gene_426",0,0,0,0,0,0,0,1,0,0,0,22,18,5,0,0,0,35,50,53,0,0,0,0,0,52,115,54,0,0,0,126,150,48,0,0,94,109,45,0,0,0,97,83,135,0,0,0,103,170,170,175,98,0,0,0,126,103,155,0,0,0,109,129,67,0,0,0,0,0,2,0,0,0
"gene_427",0,0,0,0,0,0,0,0,0,0,0,102,139,34,0,0,0,545,836,945,0,0,0,0,0,989,1584,1099,0,0,0,2188,2392,1103,0,0,1016,1776,729,0,0,3,1241,984,1599,0,0,0,889,1463,1400,1014,713,0,0,0,627,1097,1134,0,0,0,1207,1215,796,0,0,0,0,0,0,0,0,0
"gene_428",92,106,46,109,26,43,16,74,79,48,186,172,270,128,24,78,123,586,778,1059,172,89,59,196,72,1214,1613,1049,148,74,106,2111,2678,1206,69,86,1194,1612,786,67,78,52,1486,1116,1674,45,65,50,1132,2017,1707,1640,936,57,45,37,1177,1270,1460,63,75,68,1403,1353,996,69,97,54,620,56,295,95,92,45
"gene_429",0,0,0,0,0,0,0,0,0,0,0,26,26,7,0,0,0,51,87,88,0,0,0,0,0,70,157,84,0,0,0,181,212,102,0,0,87,122,60,0,0,1,125,104,94,0,0,0,71,194,125,149,56,0,0,0,81,83,90,0,0,0,92,116,79,0,0,0,0,0,0,0,0,0
"gene_430",0,0,0,0,0,0,0,1,0,0,0,22,9,10,0,0,0,52,32,43,0,0,0,0,0,12,48,27,0,0,0,43,42,15,0,0,20,24,9,0,0,0,26,10,32,0,0,0,22,44,26,61,10,0,0,0,40,16,22,0,0,0,40,41,39,0,0,0,0,0,3,0,0,0
"gene_431",0,0,0,0,0,0,0,0,0,0,0,280,329,123,0,0,0,359,615,652,0,0,0,0,0,295,664,334,0,0,0,610,687,320,0,0,335,390,196,0,0,4,289,295,348,0,0,0,204,349,263,254,151,0,0,0,240,189,295,0,0,0,682,714,549,0,0,0,0,0,0,0,0,0
"gene_432",0,0,0,0,0,0,0,0,0,0,0,7,11,2,0,0,0,30,28,51,0,0,0,0,0,107,186,98,0,0,0,349,370,160,0,0,227,351,137,0,0,0,321,224,343,0,0,0,441,625,624,521,315,0,0,0,352,570,499,0,0,0,263,297,244,0,0,0,2,0,1,0,0,0
"gene_433",0,0,1,0,0,0,5,9,0,0,0,81,89,33,0,0,0,60,109,84,0,0,0,0,0,62,116,81,0,0,0,136,161,60,0,0,73,116,53,0,0,2,133,109,197,0,0,0,148,233,227,193,109,0,0,0,136,146,185,0,0,0,207,299,210,0,0,0,0,0,0,0,0,0
"gene_434",0,0,0,0,0,0,0,0,0,0,0,53,70,17,0,0,0,72,132,164,0,0,0,0,0,76,142,84,0,0,0,111,167,88,0,0,76,122,41,0,0,0,89,73,83,0,0,0,55,119,79,100,53,0,0,0,66,57,71,0,0,0,125,178,109,0,0,0,0,1,0,0,0,0
"gene_435",0,0,0,0,0,0,0,0,0,0,0,31,35,14,0,0,0,54,77,81,0,0,0,0,0,36,67,51,0,0,0,88,122,40,0,0,33,82,24,0,0,0,28,9,46,0,0,0,35,55,79,46,23,0,0,0,45,30,36,0,0,0,76,96,64,0,0,0,0,0,0,0,0,0
"gene_436",0,0,0,0,0,0,0,0,0,0,0,31,56,9,0,0,0,80,124,139,0,0,0,0,0,60,168,78,0,0,0,180,230,99,0,0,80,148,54,0,0,1,123,90,140,0,0,0,99,185,160,150,75,0,0,0,99,147,136,0,0,0,127,117,120,0,0,0,0,0,0,0,0,0
"gene_437",0,0,0,0,0,0,2,0,0,0,0,365,522,168,1,0,0,2697,4011,5051,1,0,0,0,3,9172,16262,10944,0,0,0,30172,32852,11520,0,0,17080,30031,11816,0,0,31,25267,16196,28240,0,0,0,28435,39929,38027,29378,19245,0,1,0,16112,32427,26757,0,0,0,20763,25270,15792,0,0,0,7,11,2,0,0,0
"gene_438",0,0,0,0,0,0,0,2,0,0,0,24,38,7,0,0,0,27,36,47,0,0,0,0,0,40,55,27,0,0,0,67,71,36,0,0,40,41,16,0,0,1,46,33,37,0,0,0,38,77,66,76,30,0,0,0,53,64,66,0,0,0,90,114,86,0,0,0,0,0,0,0,0,0
