"","Sample_01-a01va","Sample_02-a01vb","Sample_03-a01vc","Sample_04-a01ca","Sample_05-a01cb","Sample_06-a01cc","Sample_07-a02vb","Sample_08-a02vc","Sample_09-a02ca","Sample_10-a02cb","Sample_11-a02cc","Sample_12-a04va","Sample_13-a04vb","Sample_14-a04vc","Sample_15-a04ca","Sample_16-a04cb","Sample_17-a04cc","Sample_18-a05va","Sample_19-a05vb","Sample_20-a05vc","Sample_21-a05ca","Sample_22-a05cb","Sample_23-a05cc","Sample_24-a06ca","Sample_25-a06cb","Sample_26-a07va","Sample_27-a07vb","Sample_28-a07vc","Sample_29-a07ca","Sample_30-a07cb","Sample_31-a07cc","Sample_32-a08va","Sample_33-a08vb","Sample_34-a08vc","Sample_35-a08ca","Sample_36-a08cc","Sample_37-a09va","Sample_38-a09vb","Sample_39-a09vc","Sample_40-a09ca","Sample_41-a09cb","Sample_42-a09cc","Sample_43-a10va","Sample_44-a10vb","Sample_45-a10vc","Sample_46-a10ca","Sample_47-a10cb","Sample_48-a10cc","Sample_49-a12va","Sample_50-a12vb","Sample_51-a13va","Sample_52-a13vb","Sample_53-a13vc","Sample_54-a13ca","Sample_55-a13cb","Sample_56-a13cc","Sample_57-a14va","Sample_58-a14vb","Sample_59-a14vc","Sample_60-a14ca","Sample_61-a14cb","Sample_62-a14cc","Sample_63-a17va","Sample_64-a17vb","Sample_65-a17vc","Sample_66-a17ca","Sample_67-a17cb","Sample_68-a17cc","Sample_69-arva","Sample_70-arvb","Sample_71-arvc","Sample_72-arca","Sample_73-arcb","Sample_74-arcc"
"gene_270",0,0,0,0,0,0,0,0,0,0,0,24,25,10,0,0,0,44,63,48,0,0,0,0,0,36,35,36,0,0,0,75,98,34,0,0,51,80,27,0,0,2,43,30,49,0,0,0,63,129,125,101,56,0,0,0,96,77,97,0,0,0,83,80,52,0,0,0,0,0,0,0,0,0
"gene_271",0,0,0,0,0,0,0,3,0,0,0,58,79,18,0,0,0,57,92,110,0,0,0,0,0,64,116,62,0,0,0,125,140,57,0,0,69,82,30,0,0,1,93,59,95,0,0,0,79,147,170,195,78,0,0,0,176,95,196,0,0,0,165,164,112,0,0,0,0,0,0,0,0,0
"gene_272",0,0,0,0,0,0,0,1,0,0,0,22,22,5,0,0,0,14,42,45,0,0,0,0,0,15,45,32,0,0,0,67,63,24,0,0,44,66,15,0,0,0,28,28,55,0,0,0,23,70,66,72,36,0,0,0,62,50,93,0,0,0,102,132,59,0,0,0,0,0,0,0,0,0
"gene_273",0,0,0,0,0,0,0,1,0,0,0,8,17,9,0,0,0,9,34,40,0,0,0,0,0,11,51,26,0,0,0,57,69,13,0,0,31,62,18,0,0,0,26,28,47,0,0,0,38,55,83,60,35,0,0,0,52,63,54,0,0,0,77,95,47,0,0,0,0,0,0,0,0,0
"gene_274",0,0,0,0,0,0,1,0,0,0,0,35,50,16,0,0,0,37,59,67,0,0,0,0,0,17,71,32,0,0,0,48,79,15,0,0,20,23,13,0,0,0,27,11,29,0,0,0,18,36,31,34,10,0,0,0,37,13,25,0,0,0,48,74,67,0,0,0,0,0,0,0,0,0
"gene_275",0,0,0,0,0,0,0,0,0,0,0,26,26,12,0,0,0,39,66,95,0,0,0,0,0,62,188,120,0,0,0,365,353,143,0,0,233,313,142,0,0,0,377,206,365,0,0,0,403,646,707,506,303,0,0,0,436,560,571,0,0,0,472,428,334,0,0,0,0,0,2,0,0,0
"gene_276",3,43,0,22,0,13,2,2,7,1,3,9,30,7,1,6,11,32,63,69,1,2,7,4,4,101,201,103,2,2,2,306,372,155,4,1,197,306,129,1,0,1,250,150,309,6,3,1,346,489,426,371,272,6,5,7,281,373,357,5,1,5,282,314,207,1,2,1,0,0,0,0,0,0
"gene_277",16,21,8,0,0,0,15,42,0,0,0,233,337,109,0,0,0,265,277,396,0,0,0,0,0,139,277,159,0,0,0,194,263,172,0,0,84,155,59,0,0,0,68,99,114,0,0,0,86,155,147,191,86,0,0,0,132,151,134,0,0,0,362,459,358,0,0,0,0,1,0,0,0,0
"gene_278",20,4,9,0,0,0,12,24,0,0,0,111,124,70,0,0,0,140,134,209,0,0,0,0,0,77,153,107,0,0,0,112,158,69,0,0,43,82,37,0,0,0,49,66,66,0,0,0,46,98,125,95,50,0,0,0,106,140,82,0,0,0,276,230,269,0,0,0,1,1,0,0,0,0
"gene_279",0,0,0,0,0,0,1,0,0,0,0,65,66,16,0,0,0,51,91,90,0,0,0,0,0,21,97,48,0,0,0,83,87,43,0,0,35,52,23,0,0,2,44,24,60,0,0,0,22,42,39,25,26,0,0,0,19,43,38,0,0,0,149,153,100,0,0,0,0,0,0,0,0,0
"gene_280",1,0,3,0,0,0,6,11,0,0,0,159,219,70,0,0,0,175,198,232,0,0,0,0,0,103,233,128,0,0,0,290,234,135,0,0,112,179,60,0,0,1,128,111,164,0,0,0,112,236,183,206,106,0,0,0,121,205,174,0,0,0,350,481,314,0,0,0,0,0,0,0,0,0
"gene_281",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,8,0,0,0,0,0,8,18,8,0,0,0,12,22,11,0,0,8,14,7,0,0,0,12,12,13,0,0,0,12,22,10,38,6,0,0,0,4,3,18,0,0,0,11,7,10,0,0,0,0,0,0,0,0,0
"gene_282",0,0,0,0,0,0,0,0,0,0,0,9,7,4,0,0,0,20,32,43,0,0,0,0,0,25,61,37,0,0,0,70,69,37,0,0,63,57,20,0,0,1,49,40,71,0,0,0,42,73,55,129,23,0,0,0,59,54,43,0,0,0,52,47,42,0,0,0,0,0,0,0,0,0
"gene_283",0,0,0,0,0,0,0,0,2,0,2,16,12,3,0,0,0,34,42,34,1,0,0,0,1,42,76,29,1,0,0,59,76,49,1,0,54,43,32,0,0,0,50,40,79,0,0,0,44,93,79,133,43,1,0,1,75,46,73,1,0,0,47,49,56,0,0,0,31,1,10,0,0,0
"gene_284",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,7,0,0,0,0,0,9,13,6,0,0,0,10,11,6,0,0,6,9,4,0,0,0,9,6,21,0,0,0,9,28,15,33,11,0,0,0,18,7,11,0,0,0,4,10,10,0,0,0,0,0,0,0,0,0
"gene_285",0,0,0,0,0,0,0,0,0,0,0,12,16,9,0,0,0,28,29,32,0,0,0,0,0,37,72,38,0,0,0,72,84,33,0,0,36,98,32,0,0,0,63,66,86,0,0,0,50,98,121,139,51,0,0,0,53,99,115,0,0,0,77,89,59,0,0,0,0,0,0,0,0,0
"gene_286",0,0,0,0,0,0,0,0,0,0,0,10,23,2,0,0,0,23,23,32,0,0,0,0,0,7,28,14,0,0,0,23,44,14,0,0,18,24,5,0,0,0,24,22,28,0,0,0,16,25,27,29,9,0,0,0,31,18,32,0,0,0,34,33,36,0,0,0,0,0,0,0,0,0
"gene_287",0,0,0,0,0,0,0,0,0,0,0,15,36,6,0,0,0,51,112,115,0,0,0,0,0,191,368,178,0,0,0,469,570,281,0,0,367,399,181,0,0,0,488,317,526,0,0,0,457,972,663,1060,303,0,0,0,696,464,661,0,0,0,392,363,254,0,0,0,0,3,0,0,0,0
"gene_288",0,0,0,0,0,0,0,0,0,0,0,9,27,9,0,0,0,36,50,70,0,0,0,0,0,45,114,65,0,0,0,195,207,99,0,0,141,186,83,0,0,0,150,123,207,0,0,0,140,313,257,223,127,0,0,0,116,164,136,0,0,0,116,139,94,0,0,0,0,1,0,0,0,0
"gene_289",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,0,0,0,0,0,5,5,1,0,0,0,2,15,5,0,0,1,4,1,0,0,0,4,0,2,0,0,0,4,6,6,63,3,0,0,0,26,4,6,0,0,0,2,3,7,0,0,0,0,0,0,0,0,0
"gene_290",0,0,0,1,0,0,0,0,0,0,0,15,17,6,0,0,0,25,28,36,1,0,0,0,0,17,82,36,0,0,0,91,82,55,0,0,60,126,38,0,0,0,52,51,97,0,0,0,80,181,185,148,71,0,0,0,80,91,143,0,0,0,93,84,64,0,0,0,4,0,1,0,0,0
"gene_291",0,0,0,0,0,0,0,0,0,0,0,15,20,9,0,0,0,19,19,25,0,0,0,0,0,17,49,21,0,0,0,25,63,33,0,0,25,61,19,0,0,0,45,31,42,0,0,0,28,75,48,144,22,0,0,0,96,56,61,0,0,0,58,35,35,0,0,0,0,0,0,0,0,0
"gene_292",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,2,0,0,0,0,0,0,6,0,0,0,0,0,1,4,0,0,1,1,4,0,0,0,1,0,0,0,0,0,2,4,7,30,1,0,0,0,20,2,4,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
"gene_293",0,0,0,0,0,0,0,0,0,0,0,5,6,2,0,0,0,8,17,15,0,0,0,0,0,4,22,16,0,0,0,24,30,15,0,0,23,31,9,0,0,0,26,13,28,0,0,0,19,28,48,50,34,0,0,0,29,20,33,0,0,0,21,18,10,0,0,0,0,0,0,0,0,0
"gene_294",0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,2,7,8,0,0,0,0,0,1,16,1,0,0,0,8,10,3,0,0,4,3,0,0,0,0,5,3,4,0,0,0,2,4,14,11,2,0,0,0,10,0,9,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0
"gene_295",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,10,1,0,0,0,5,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"gene_296",0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,9,6,7,0,0,0,0,0,3,4,4,0,0,0,14,14,11,0,0,7,20,8,0,0,0,5,9,10,0,0,0,11,33,19,23,7,0,0,0,15,17,24,0,0,0,19,7,12,0,0,0,0,0,0,0,0,0
"gene_297",0,0,0,0,0,0,0,0,0,0,0,128,198,63,0,0,0,154,250,287,0,0,0,0,0,89,237,126,0,0,0,227,296,116,0,0,115,178,67,0,0,0,118,115,132,0,0,0,70,128,132,102,73,0,0,0,92,82,98,0,0,0,302,375,204,0,0,0,0,0,0,0,0,0
"gene_298",113,23,78,14,44,10,33,152,167,117,115,129,179,87,80,107,159,92,52,120,123,94,107,417,95,76,109,101,158,74,87,204,169,80,85,69,116,104,104,167,59,100,79,106,145,66,43,55,99,174,137,102,82,133,131,102,71,147,119,121,83,157,95,73,55,98,57,44,0,0,0,2,0,0
"gene_299",0,0,0,0,0,0,0,0,0,0,0,10,20,7,0,0,0,22,35,34,0,0,0,0,0,15,45,14,0,0,0,61,67,29,0,0,31,33,11,0,0,0,27,22,44,0,0,0,11,30,38,31,16,0,0,0,23,7,22,0,0,0,43,40,24,0,0,0,0,0,0,0,0,0
"gene_300",0,0,0,0,0,0,0,0,0,0,0,9,8,3,0,0,0,21,54,60,0,0,0,0,0,30,68,20,0,0,0,71,76,35,0,0,37,56,20,0,0,0,27,34,49,0,0,0,38,71,126,72,56,0,0,0,98,83,136,0,0,0,91,103,77,0,0,0,0,0,0,0,0,0
"gene_301",0,0,0,0,0,0,0,0,0,0,0,39,47,14,0,0,0,59,87,127,0,0,0,0,0,87,133,71,0,0,0,215,210,82,0,0,60,161,51,0,0,0,117,80,164,0,0,0,248,390,667,513,263,0,0,0,624,573,788,0,0,0,501,487,327,0,0,0,0,0,0,0,0,0
"gene_302",0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,3,2,3,0,0,0,0,0,3,13,4,0,0,0,7,6,3,0,0,3,9,5,0,0,0,3,3,3,0,0,0,19,28,118,153,51,0,0,0,354,191,335,0,0,0,307,225,150,0,0,0,0,0,0,0,0,0
"gene_303",0,0,0,0,0,0,0,0,0,0,0,9,14,11,0,0,0,20,37,31,0,0,0,0,0,67,121,78,0,0,0,201,239,82,0,0,146,204,79,0,0,3,191,114,214,0,0,0,498,675,1157,821,559,0,0,0,862,838,1371,0,0,0,731,799,483,0,0,0,0,0,0,0,0,0
"gene_304",0,0,0,0,0,0,0,0,0,0,0,66,63,23,0,0,0,72,127,154,0,0,0,0,0,95,184,99,0,0,0,271,299,131,0,0,147,208,80,0,0,1,166,148,280,0,0,0,286,439,665,604,258,0,0,0,745,526,912,0,0,0,595,594,425,0,0,0,0,4,0,0,0,0
"gene_305",0,0,0,0,0,0,0,0,0,0,0,65,41,28,0,0,0,94,132,170,0,0,0,0,0,167,343,208,0,0,0,543,451,206,0,0,316,448,196,0,0,2,465,323,551,0,0,0,540,799,684,530,353,0,0,0,330,505,643,0,0,0,369,470,323,0,0,0,0,0,0,0,0,0
"gene_306",0,0,0,0,0,0,2,0,0,0,0,100,113,38,0,0,0,88,158,214,0,0,0,0,0,82,168,121,0,0,0,190,245,89,0,0,93,135,37,0,0,0,122,65,152,0,0,0,96,182,158,134,85,0,0,0,109,116,137,0,0,0,242,240,181,0,0,0,0,0,0,0,0,0
"gene_307",0,0,0,0,0,0,0,0,0,0,0,109,115,27,0,0,0,141,218,232,0,0,0,0,0,234,324,196,0,0,0,539,574,198,0,0,253,436,150,0,0,1,343,231,403,0,0,0,354,521,503,343,196,0,0,0,222,366,365,0,0,0,318,435,258,0,0,0,0,0,0,0,0,0
"gene_308",0,0,0,0,0,0,0,0,0,0,0,10,14,4,0,0,0,31,52,41,0,0,0,0,0,73,142,62,0,0,0,174,164,75,0,0,112,199,77,0,0,0,140,104,188,0,0,0,229,306,295,261,152,0,0,0,159,176,250,0,0,0,143,139,113,0,0,0,2,0,1,0,0,0
"gene_309",895,3448,508,1450,320,837,163,1053,1130,711,997,907,1816,910,598,1170,1579,645,501,995,1194,1542,1347,3410,806,1146,1945,1664,1324,1144,825,4479,3956,1636,951,786,2579,4299,1883,1198,415,597,3486,2812,4488,748,690,607,5232,7160,7412,5284,4036,1270,891,746,3262,6391,5974,759,792,1037,3955,4340,2945,593,554,448,5,0,4,9,15,1
"gene_310",0,0,0,0,0,0,0,0,0,0,0,5,7,1,0,0,0,5,14,19,0,0,0,0,0,12,24,18,0,0,0,55,67,34,0,0,44,38,17,0,0,0,45,29,45,0,0,0,28,61,85,80,29,0,0,0,42,40,60,0,0,0,42,14,31,0,0,0,0,0,0,0,0,0
"gene_311",0,4,1,0,0,0,1,7,0,0,0,33,34,14,0,0,0,27,43,72,0,0,0,0,0,21,58,39,0,0,0,51,69,21,0,0,32,56,13,0,0,0,32,41,55,0,0,0,37,61,32,67,26,0,0,0,43,31,52,0,0,0,85,129,65,0,0,0,0,0,0,0,0,0
"gene_312",0,0,0,0,0,0,0,0,0,0,0,260,304,89,0,0,0,366,582,590,0,0,0,0,0,617,990,656,0,0,0,1671,1813,709,0,0,919,1642,567,0,0,1,1351,859,1558,0,0,0,1459,2224,2217,1564,1007,0,0,0,1055,1778,1711,0,0,0,1402,1620,1026,0,0,0,5,0,0,0,0,0
"gene_313",0,0,0,0,0,0,0,0,0,0,0,39,61,12,0,0,0,45,108,87,0,0,0,0,0,44,125,53,0,0,0,138,129,45,0,0,58,98,41,0,0,0,68,47,86,0,0,0,72,74,73,81,44,0,0,0,86,39,85,0,0,0,160,116,64,0,0,0,0,0,2,0,0,0
"gene_314",0,0,0,0,0,0,0,0,0,0,0,57,94,28,0,0,0,90,121,181,0,0,0,0,0,52,190,82,0,0,0,193,192,76,0,0,96,121,41,0,0,1,106,94,136,0,0,0,92,116,86,87,81,0,0,0,75,66,106,0,0,0,230,179,152,0,0,0,0,0,0,0,0,0
"gene_315",0,0,0,0,0,0,0,0,0,0,0,9,30,4,0,0,0,15,26,31,0,0,0,0,0,26,42,49,0,0,0,79,103,22,0,0,36,62,13,0,0,0,45,34,45,0,0,0,38,69,53,82,23,0,0,0,54,40,56,0,0,0,59,31,35,0,0,0,0,0,0,0,0,0
"gene_316",0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,38,62,69,0,0,0,0,0,357,749,413,0,0,0,1245,1431,635,0,0,862,1155,483,0,0,2,1504,967,1454,0,0,0,1609,3393,2829,3122,1042,0,0,0,1756,1874,2457,0,0,0,1206,1434,944,0,0,0,0,0,2,0,0,0
"gene_317",0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,14,12,4,0,0,0,0,0,10,22,12,0,0,0,52,61,32,0,0,41,53,25,0,0,0,63,55,83,0,0,0,70,151,165,172,71,0,0,0,87,119,138,0,0,0,70,92,59,0,0,0,0,0,0,0,0,0
"gene_318",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,8,6,0,0,0,0,0,12,23,24,0,0,0,41,39,22,0,0,23,20,7,0,0,0,42,46,43,0,0,0,50,111,86,94,32,0,0,0,49,50,65,0,0,0,38,46,39,0,0,0,0,0,0,0,0,0
"gene_319",0,0,0,0,0,0,0,0,0,0,0,9,7,6,0,0,0,39,48,46,0,0,0,0,0,65,239,116,0,0,0,291,342,218,0,0,268,317,145,0,0,0,350,252,294,0,0,0,241,855,544,1074,189,0,0,0,384,322,476,0,0,0,211,282,219,0,0,0,0,0,0,0,0,0
"gene_320",0,0,0,0,0,0,0,0,0,0,0,357,471,174,0,0,0,548,865,1031,0,0,0,0,0,613,1005,688,0,0,0,1657,1681,660,0,0,786,1476,535,0,0,2,990,705,1401,0,0,0,1226,1629,1723,1581,880,0,0,0,1160,1221,1371,0,0,0,1234,1307,855,0,0,0,0,0,0,0,0,0
"gene_321",0,0,0,0,0,0,2,9,0,0,0,220,328,84,0,0,0,232,355,426,0,0,0,0,0,174,436,241,0,0,0,515,524,157,0,0,184,373,171,0,0,0,263,193,368,0,0,0,271,413,405,288,194,0,0,0,210,298,336,0,0,0,644,737,499,0,0,0,0,0,2,0,0,0
"gene_322",0,0,0,0,0,0,0,1,0,1,0,34,31,13,0,0,0,48,76,71,0,0,1,0,0,144,210,118,0,0,0,476,469,186,0,0,282,461,182,0,0,2,435,259,435,0,0,0,537,771,734,563,364,0,0,0,344,542,562,0,0,0,432,431,287,0,0,0,0,1,0,0,0,0
"gene_323",0,0,0,0,0,0,0,0,0,0,0,15,12,3,0,0,0,24,27,22,0,0,0,0,0,7,18,15,0,0,0,28,41,14,0,0,9,13,4,0,0,0,12,3,9,0,0,0,4,9,8,21,13,0,0,0,8,15,11,0,0,0,32,39,14,0,0,0,0,0,0,0,0,0
"gene_324",0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,4,11,7,0,0,0,0,0,1,11,4,0,0,0,6,17,7,0,0,4,2,1,0,0,0,3,7,4,0,0,0,0,8,5,18,2,0,0,0,15,3,10,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0
"gene_325",0,0,0,0,0,0,0,0,0,0,0,11,36,4,0,0,0,20,37,45,0,0,0,0,0,25,31,26,0,0,0,41,44,32,0,0,22,21,8,0,0,0,15,10,22,0,0,0,10,33,18,16,7,0,0,0,27,22,17,0,0,0,61,54,28,0,0,0,0,0,0,0,0,0
"gene_326",0,0,0,0,0,0,0,0,0,0,0,46,62,20,0,0,0,132,215,232,0,0,0,0,0,131,312,149,0,0,0,283,340,148,0,0,219,230,105,0,0,0,194,182,241,0,0,0,120,277,217,285,106,0,0,0,172,137,172,0,0,0,194,186,159,0,0,0,0,0,0,0,0,0
"gene_327",0,0,0,0,0,0,0,1,0,0,0,60,78,26,0,0,0,50,111,94,0,0,0,0,0,50,89,51,0,0,0,96,82,54,0,0,42,69,24,0,0,0,38,33,46,0,0,0,29,37,62,53,18,0,0,0,46,24,39,0,0,0,108,138,97,0,0,0,0,0,0,0,0,0
"gene_328",0,0,0,0,0,0,0,0,0,0,0,29,61,10,0,0,0,138,235,290,0,0,0,0,0,218,476,315,0,0,0,518,691,250,0,0,301,405,192,0,0,0,313,269,405,0,0,0,188,348,267,270,154,0,0,0,195,191,258,0,0,0,311,325,189,0,0,0,0,0,1,0,0,0
"gene_329",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5,17,6,0,0,0,0,0,6,25,3,0,0,0,7,11,12,0,0,11,14,2,0,0,0,10,5,10,0,0,0,1,25,11,47,4,0,0,0,35,0,10,0,0,0,7,14,4,0,0,0,0,0,0,0,0,0
"gene_330",0,0,0,0,0,0,0,0,0,0,0,5,10,4,0,0,0,13,34,46,0,0,0,0,0,24,48,28,0,0,0,64,72,30,0,0,34,63,31,0,0,0,46,23,70,0,0,0,77,99,154,142,46,0,0,0,99,78,108,0,0,0,61,61,47,0,0,0,0,0,0,0,0,0
"gene_331",0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,10,26,16,0,0,0,0,0,51,81,53,0,0,0,85,120,79,0,0,145,113,50,0,0,0,153,120,161,0,0,0,122,352,259,550,61,0,0,0,215,90,203,0,0,0,99,96,80,0,0,0,0,0,0,0,0,0
"gene_332",14,6,17,0,0,0,81,196,0,0,0,1043,1293,382,0,0,0,773,1132,1356,0,0,0,0,0,454,852,455,0,0,0,613,788,342,0,0,265,458,176,0,0,1,273,208,348,0,0,0,245,381,453,317,244,0,0,0,214,346,401,0,0,0,1683,2104,1441,0,0,0,0,1,0,0,0,0
"gene_333",0,0,0,0,0,0,0,1,0,0,0,45,53,19,0,0,0,60,93,100,0,0,0,0,0,44,110,50,0,0,0,105,113,42,0,0,54,82,27,0,0,0,48,46,42,0,0,0,46,77,59,56,24,0,0,0,50,59,67,0,0,0,98,91,59,0,0,0,0,0,0,0,0,0
"gene_334",0,0,0,0,0,0,0,0,0,0,0,9,12,4,0,0,0,8,18,25,0,0,0,0,0,21,35,19,0,0,0,42,51,28,0,0,15,24,3,0,0,0,15,14,29,0,0,0,15,20,24,25,12,0,0,0,17,10,10,0,0,0,21,32,23,0,0,0,0,0,0,0,0,0
"gene_335",0,0,0,0,0,0,0,0,0,0,0,12,23,4,0,0,0,19,32,34,0,0,0,0,0,20,39,26,0,0,0,22,39,18,0,0,25,12,13,0,0,0,27,12,26,0,0,0,8,51,28,61,7,0,0,0,31,15,30,0,0,0,33,30,30,0,0,0,0,0,0,0,0,0
"gene_336",0,0,0,0,0,0,0,0,0,0,0,9,3,2,0,0,0,33,58,49,0,0,0,0,0,119,200,130,0,0,0,278,344,143,0,0,258,310,120,0,0,0,309,232,412,0,0,0,398,522,568,410,255,0,0,0,254,375,395,0,0,0,253,337,183,0,0,0,8,2,16,0,0,0
"gene_337",0,0,0,0,0,0,0,0,0,0,0,8,4,1,0,0,0,24,23,26,0,0,0,0,0,44,70,46,0,0,0,106,99,77,0,0,111,86,56,0,0,0,118,94,129,0,0,0,82,260,203,202,87,0,0,0,78,78,136,0,0,0,116,82,80,0,0,0,0,0,0,0,0,0
"gene_338",0,0,0,0,0,0,0,0,0,0,0,4,16,4,0,0,0,3,6,9,0,0,0,0,0,2,3,4,0,0,0,11,17,4,0,0,13,10,6,0,0,0,1,6,7,0,0,0,11,13,23,26,8,0,0,0,6,9,31,0,0,0,17,20,19,0,0,0,0,0,23,0,0,0
"gene_339",0,0,0,0,0,0,0,0,0,0,0,43,42,10,0,0,0,51,99,99,0,0,0,0,0,58,106,62,0,0,0,186,189,74,0,0,97,122,59,0,0,0,98,70,131,0,0,0,122,171,161,126,81,0,0,0,127,99,135,0,0,0,154,169,106,0,0,0,0,0,0,0,0,0
"gene_340",0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,11,11,6,0,0,0,0,0,6,29,10,0,0,0,44,72,48,0,0,28,42,17,0,0,0,46,29,58,0,0,0,44,107,70,110,37,0,0,0,65,83,94,0,0,0,77,51,33,0,0,0,0,0,0,0,0,0
"gene_341",0,0,0,0,0,0,0,0,0,0,0,11,10,1,0,0,0,84,130,134,0,0,0,0,0,338,624,389,0,0,0,1197,1214,463,0,0,745,972,434,0,0,4,1103,705,1136,0,0,0,1324,2192,1923,1546,856,0,0,0,857,1441,1555,0,0,0,867,1194,745,0,0,0,0,0,0,0,0,0
"gene_342",0,0,0,0,0,0,0,0,0,0,0,9,10,3,0,0,0,53,73,48,0,0,0,0,0,129,312,182,0,0,0,437,509,226,0,0,332,424,167,0,0,0,465,320,454,0,0,0,533,940,812,912,290,0,0,0,504,505,693,0,0,0,342,468,300,0,0,0,0,0,0,0,0,0
"gene_343",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,4,0,0,0,0,0,26,21,11,0,0,0,55,58,17,0,0,22,30,10,0,0,0,44,43,39,0,0,0,46,119,63,84,40,0,0,0,52,50,74,0,0,0,37,34,23,0,0,0,0,0,0,0,0,0
"gene_344",0,0,0,0,0,0,0,0,0,0,0,25,51,18,0,0,0,41,72,58,0,0,0,0,0,20,78,39,0,0,0,62,94,41,0,0,42,76,19,0,0,0,26,37,56,0,0,0,36,95,53,70,27,0,0,0,50,22,56,0,0,0,83,95,59,0,0,0,0,0,0,0,0,0
"gene_345",0,0,0,0,0,0,0,0,0,0,0,50,58,16,0,0,0,152,274,330,0,0,0,0,0,570,1411,686,0,0,0,1683,2140,1145,0,0,1522,1757,836,0,0,3,2072,1607,2077,0,0,0,1831,4440,3231,5457,1350,0,0,0,2394,2129,2883,0,0,0,1582,1892,1439,0,0,0,0,0,0,0,0,0
"gene_346",0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,3,2,0,0,0,0,0,1,12,4,0,0,0,21,21,11,0,0,18,16,4,0,0,0,7,14,16,0,0,0,10,20,16,46,10,0,0,0,28,18,15,0,0,0,16,6,4,0,0,0,0,0,0,0,0,0
"gene_347",0,0,0,0,0,0,0,0,0,0,0,72,72,33,0,0,0,58,85,121,0,0,0,0,0,46,117,60,0,0,0,111,92,53,0,0,42,82,34,0,0,3,49,39,70,0,0,0,42,53,54,55,43,0,0,0,52,30,76,0,0,0,116,110,93,0,0,0,0,0,0,0,0,0
"gene_348",0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,3,0,0,0,0,0,4,2,0,0,0,0,7,11,0,0,0,5,9,5,0,0,0,5,0,8,0,0,0,8,8,7,16,2,0,0,0,12,1,13,0,0,0,6,5,7,0,0,0,0,0,0,0,0,0
"gene_349",0,0,0,0,0,0,0,0,0,0,0,16,17,1,0,0,0,19,25,26,0,0,0,0,0,14,25,10,0,0,0,30,43,12,0,0,17,25,7,0,0,0,18,16,31,0,0,0,17,54,24,48,11,0,0,0,35,14,19,0,0,0,24,23,17,0,0,0,0,0,0,0,0,0
"gene_350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,3,0,0,0,7,3,2,0,0,6,1,1,0,0,0,0,2,5,0,0,0,6,7,6,23,2,0,0,0,19,4,6,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
"gene_351",0,0,0,0,0,0,0,0,0,0,0,37,38,24,0,0,0,75,87,108,0,0,0,0,0,49,90,33,0,0,0,125,132,58,0,0,75,94,33,0,0,0,50,38,87,0,0,0,46,82,100,101,44,0,0,0,104,38,83,0,0,0,102,76,46,0,0,0,0,0,0,0,0,0
"gene_352",0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,3,7,1,0,0,0,0,0,5,11,2,0,0,0,9,3,3,0,0,11,3,5,0,0,0,6,3,2,0,0,0,2,7,3,59,3,0,0,0,45,3,5,0,0,0,11,3,1,0,0,0,0,0,0,0,0,0
"gene_353",0,0,0,0,0,0,0,0,0,0,0,17,14,10,0,0,0,34,64,57,0,0,0,0,0,195,447,245,0,0,0,752,828,323,0,0,621,746,354,0,0,1,787,528,919,0,0,0,1105,1996,1716,1505,726,0,0,0,1022,1301,1479,0,0,0,762,926,591,0,0,0,0,0,1,0,0,0
